sentinel_id,thermal_sources,mgrs_tile,scene_date,cloud_cover
S2B_MSIL2A_20260617T052649_N0512_R105_T43RFQ_20260617T104156,4,T43RFQ,2026-06-17,10.03
S2B_MSIL2A_20260822T054629_N0512_R048_T43RBP_20260822T075335,4,T43RBP,2026-08-22,0.02
S2C_MSIL2A_20260623T045701_N0512_R119_T45RTK_20260623T100125,4,T45RTK,2026-06-23,6.94
S2C_MSIL2A_20260609T051651_N0512_R062_T44RLQ_20260609T101613,4,T44RLQ,2026-06-09,16.89
S2C_MSIL2A_20260609T051651_N0512_R062_T44RLR_20260609T101613,4,T44RLR,2026-06-09,6.9
S2B_MSIL2A_20260706T055629_N0512_R091_T42SYD_20260706T081350,4,T42SYD,2026-07-06,2.97
S2B_MSIL2A_20260711T050649_N0512_R019_T44PKR_20260711T085428,4,T44PKR,2026-07-11,19.73
S2B_MSIL2A_20260611T050649_N0512_R019_T44QLL_20260611T085745,4,T44QLL,2026-06-11,0.36
S2A_MSIL2A_20260829T055251_N0512_R048_T42SYB_20260829T105216,4,T42SYB,2026-08-29,3.22
S2A_MSIL2A_20260620T055251_N0512_R048_T43SDS_20260620T105812,4,T43SDS,2026-06-20,1.62
S2A_MSIL2A_20260620T055251_N0512_R048_T43SCS_20260620T105812,4,T43SCS,2026-06-20,0.23
S2B_MSIL2A_20260607T052639_N0512_R105_T43RFN_20260607T091704,4,T43RFN,2026-06-07,1.72
S2B_MSIL2A_20260611T050649_N0512_R019_T44RLN_20260611T085745,4,T44RLN,2026-06-11,1.34
S2A_MSIL2A_20260628T051241_N0512_R019_T43PHS_20260628T101512,4,T43PHS,2026-06-28,9.38
S2A_MSIL2A_20260811T050621_N0512_R076_T44NMP_20260811T105508,4,T44NMP,2026-08-11,22.28
S2C_MSIL2A_20260718T054641_N0512_R048_T43RCQ_20260718T085552,4,T43RCQ,2026-07-18,1.03
S2C_MSIL2A_20260723T045701_N0512_R119_T44PLB_20260723T095515,4,T44PLB,2026-07-23,6.3
S2B_MSIL2A_20260625T044659_N0512_R076_T45RVJ_20260625T083525,4,T45RVJ,2026-06-25,13.46
S2C_MSIL2A_20260602T052641_N0512_R105_T43QDV_20260602T102053,4,T43QDV,2026-06-02,1.79
S2C_MSIL2A_20260602T052641_N0512_R105_T43RFN_20260602T102053,4,T43RFN,2026-06-02,13.44
S2C_MSIL2A_20260601T055631_N0512_R091_T42RWR_20260601T090514,4,T42RWR,2026-06-01,1.32
S2B_MSIL2A_20260607T052639_N0512_R105_T43RFH_20260607T091704,4,T43RFH,2026-06-07,5.25
S2B_MSIL2A_20260621T050649_N0512_R019_T44RNS_20260621T085159,4,T44RNS,2026-06-21,29.36
S2A_MSIL2A_20260612T045231_N0512_R076_T45QTB_20260612T095610,4,T45QTB,2026-06-12,20.01
S2C_MSIL2A_20260612T052641_N0512_R105_T43QEA_20260612T102118,4,T43QEA,2026-06-12,11.96
S2B_MSIL2A_20260607T052639_N0512_R105_T43QDC_20260607T091704,4,T43QDC,2026-06-07,12.82
S2B_MSIL2A_20260607T052639_N0512_R105_T43QEV_20260607T091704,4,T43QEV,2026-06-07,17.97
S2B_MSIL2A_20260604T051649_N0512_R062_T43QGD_20260604T090048,4,T43QGD,2026-06-04,3.42
S2B_MSIL2A_20260610T053639_N0512_R005_T43SDR_20260610T091702,4,T43SDR,2026-06-10,0.0
S2C_MSIL2A_20260708T054641_N0512_R048_T43SCT_20260708T085213,4,T43SCT,2026-07-08,26.45
S2B_MSIL2A_20260611T050649_N0512_R019_T43QHU_20260611T085745,4,T43QHU,2026-06-11,19.43
S2C_MSIL2A_20260713T045701_N0512_R119_T44PLA_20260713T095014,4,T44PLA,2026-07-13,22.64
S2C_MSIL2A_20260715T053641_N0512_R005_T43RCQ_20260715T101509,4,T43RCQ,2026-07-15,5.53
S2B_MSIL2A_20260604T051649_N0512_R062_T43QFV_20260604T090429,4,T43QFV,2026-06-04,10.18
S2C_MSIL2A_20260601T055631_N0512_R091_T42RWS_20260601T090514,4,T42RWS,2026-06-01,0.64
S2C_MSIL2A_20260613T045701_N0512_R119_T44RQN_20260613T095409,4,T44RQN,2026-06-13,12.79
S2C_MSIL2A_20260606T050651_N0512_R019_T43PHK_20260606T100020,4,T43PHK,2026-06-06,28.35
S2C_MSIL2A_20260605T053641_N0512_R005_T43SDS_20260605T101858,4,T43SDS,2026-06-05,7.18
S2C_MSIL2A_20260605T035541_N0512_R004_T47QKE_20260605T084621,4,T47QKE,2026-06-05,28.14
S2B_MSIL2A_20260710T053639_N0512_R005_T42QYG_20260710T091511,4,T42QYG,2026-07-10,15.63
S2B_MSIL2A_20260710T053639_N0512_R005_T43RDP_20260710T091511,4,T43RDP,2026-07-10,26.16
S2B_MSIL2A_20260624T051649_N0512_R062_T44RMQ_20260624T090105,4,T44RMQ,2026-06-24,14.37
S2C_MSIL2A_20260706T050651_N0512_R019_T44PKT_20260706T100613,4,T44PKT,2026-07-06,9.99
S2C_MSIL2A_20260711T055631_N0512_R091_T42RVR_20260711T090217,4,T42RVR,2026-07-11,9.46
S2C_MSIL2A_20260603T045701_N0512_R119_T44QQF_20260603T100112,4,T44QQF,2026-06-03,22.93
S2C_MSIL2A_20260603T045701_N0512_R119_T44QPE_20260603T100112,4,T44QPE,2026-06-03,27.61
S2B_MSIL2A_20260623T054639_N0512_R048_T43SDR_20260623T075208,4,T43SDR,2026-06-23,1.26
S2C_MSIL2A_20260603T045701_N0512_R119_T44RQR_20260603T100112,4,T44RQR,2026-06-03,7.43
S2B_MSIL2A_20260623T054639_N0512_R048_T43SBU_20260623T075208,4,T43SBU,2026-06-23,8.29
S2C_MSIL2A_20260603T045701_N0512_R119_T44QMG_20260603T100112,4,T44QMG,2026-06-03,0.49
S2A_MSIL2A_20260605T050231_N0512_R119_T44RQQ_20260605T100518,4,T44RQQ,2026-06-05,1.32
S2B_MSIL2A_20260627T052639_N0512_R105_T44RKS_20260627T091125,4,T44RKS,2026-06-27,1.71
S2B_MSIL2A_20260626T055629_N0512_R091_T42RVP_20260626T080048,4,T42RVP,2026-06-26,3.76
S2C_MSIL2A_20260706T050651_N0512_R019_T44PKS_20260706T100613,4,T44PKS,2026-07-06,1.46
S2B_MSIL2A_20260603T054629_N0512_R048_T43SCR_20260603T080213,4,T43SCR,2026-06-03,0.01
S2A_MSIL2A_20260627T054251_N0512_R005_T43QBG_20260627T103225,4,T43QBG,2026-06-27,11.17
S2B_MSIL2A_20260603T054629_N0512_R048_T43RBQ_20260603T080213,4,T43RBQ,2026-06-03,0.0
S2B_MSIL2A_20260625T044659_N0512_R076_T45QUC_20260625T082801,4,T45QUC,2026-06-25,29.91
S2A_MSIL2A_20260607T054251_N0512_R005_T43SDR_20260607T085916,4,T43SDR,2026-06-07,0.0
S2A_MSIL2A_20260625T050241_N0512_R119_T45RTK_20260625T100609,4,T45RTK,2026-06-25,13.51
S2B_MSIL2A_20260601T050649_N0512_R019_T44QLK_20260601T085256,4,T44QLK,2026-06-01,16.29
S2A_MSIL2A_20260627T054251_N0512_R005_T43RFN_20260627T103225,4,T43RFN,2026-06-27,0.31
S2B_MSIL2A_20260607T052639_N0512_R105_T43RGM_20260607T091704,4,T43RGM,2026-06-07,0.03
S2B_MSIL2A_20260609T060629_N0512_R134_T42SVE_20260609T081709,4,T42SVE,2026-06-09,4.26
S2B_MSIL2A_20260609T060629_N0512_R134_T42RVU_20260609T081821,4,T42RVU,2026-06-09,0.0
S2B_MSIL2A_20260603T040539_N0512_R047_T46QFJ_20260603T074349,4,T46QFJ,2026-06-03,22.91
S2B_MSIL2A_20260603T054629_N0512_R048_T42QWJ_20260603T080213,4,T42QWJ,2026-06-03,1.94
S2C_MSIL2A_20260602T052641_N0512_R105_T43QDA_20260602T102053,4,T43QDA,2026-06-02,9.85
S2C_MSIL2A_20260602T052641_N0512_R105_T43QDG_20260602T102053,4,T43QDG,2026-06-02,4.55
S2B_MSIL2A_20260630T053639_N0512_R005_T43SDR_20260630T091701,4,T43SDR,2026-06-30,16.15
S2C_MSIL2A_20260704T042701_N0512_R133_T46RBN_20260704T071504,4,T46RBN,2026-07-04,29.86
S2C_MSIL2A_20260628T054641_N0512_R048_T43SBT_20260628T085710,4,T43SBT,2026-06-28,1.0
S2C_MSIL2A_20260602T052641_N0512_R105_T43RGN_20260602T102053,4,T43RGN,2026-06-02,1.2
S2B_MSIL2A_20260628T045659_N0512_R119_T44QPJ_20260628T084920,4,T44QPJ,2026-06-28,25.37
S2B_MSIL2A_20260805T055639_N0512_R091_T42RYU_20260805T080043,4,T42RYU,2026-08-05,6.68
S2A_MSIL2A_20260601T052241_N0512_R062_T43QGV_20260601T102012,4,T43QGV,2026-06-01,1.16
S2C_MSIL2A_20260821T052641_N0512_R105_T43PCT_20260821T102216,4,T43PCT,2026-08-21,28.31
S2A_MSIL2A_20260604T053241_N0512_R105_T43QCC_20260604T090112,4,T43QCC,2026-06-04,3.33
S2A_MSIL2A_20260714T053241_N0512_R105_T43RFM_20260714T102412,4,T43RFM,2026-07-14,26.52
S2C_MSIL2A_20260606T050651_N0512_R019_T44RNR_20260606T100718,4,T44RNR,2026-06-06,20.86
S2A_MSIL2A_20260603T060301_N0512_R091_T42RVR_20260603T092618,4,T42RVR,2026-06-03,0.19
S2A_MSIL2A_20260601T052241_N0512_R062_T43QFV_20260601T102012,3,T43QFV,2026-06-01,5.33
S2C_MSIL2A_20260821T052641_N0512_R105_T43RFM_20260821T102216,3,T43RFM,2026-08-21,5.81
S2A_MSIL2A_20260601T052241_N0512_R062_T43PER_20260601T102012,3,T43PER,2026-06-01,10.45
S2C_MSIL2A_20260819T050601_N0512_R076_T44NNM_20260819T091316,3,T44NNM,2026-08-19,17.62
S2C_MSIL2A_20260824T053641_N0512_R005_T43RCQ_20260824T102214,3,T43RCQ,2026-08-24,6.71
S2C_MSIL2A_20260824T053641_N0512_R005_T43RCK_20260824T102214,3,T43RCK,2026-08-24,25.5
S2C_MSIL2A_20260606T050651_N0512_R019_T44RMQ_20260606T100718,3,T44RMQ,2026-06-06,1.72
S2C_MSIL2A_20260606T050651_N0512_R019_T44RMP_20260606T100718,3,T44RMP,2026-06-06,2.3
S2C_MSIL2A_20260608T054641_N0512_R048_T43SBR_20260608T085208,3,T43SBR,2026-06-08,0.0
S2A_MSIL2A_20260604T053241_N0512_R105_T43QDE_20260604T090112,3,T43QDE,2026-06-04,28.32
S2B_MSIL2A_20260808T042659_N0512_R133_T46RBT_20260808T063748,3,T46RBT,2026-08-08,15.38
S2C_MSIL2A_20260616T050651_N0512_R019_T44RNN_20260616T100816,3,T44RNN,2026-06-16,0.27
S2B_MSIL2A_20260815T055629_N0512_R091_T42RYU_20260815T080227,3,T42RYU,2026-08-15,4.33
S2B_MSIL2A_20260814T050559_N0512_R076_T44PNQ_20260814T082724,3,T44PNQ,2026-08-14,16.91
S2C_MSIL2A_20260616T050651_N0512_R019_T44RPT_20260616T100816,3,T44RPT,2026-06-16,14.11
S2A_MSIL2A_20260603T060301_N0512_R091_T42RVN_20260603T103212,3,T42RVN,2026-06-03,0.65
S2A_MSIL2A_20260601T052241_N0512_R062_T43QHE_20260601T102012,3,T43QHE,2026-06-01,24.45
S2A_MSIL2A_20260607T054251_N0512_R005_T43RCJ_20260607T102857,3,T43RCJ,2026-06-07,0.09
S2A_MSIL2A_20260607T054251_N0512_R005_T43RCH_20260607T102857,3,T43RCH,2026-06-07,0.04
S2C_MSIL2A_20260602T052641_N0512_R105_T43QDB_20260602T102053,3,T43QDB,2026-06-02,0.52
S2C_MSIL2A_20260602T052641_N0512_R105_T43RGH_20260602T102053,3,T43RGH,2026-06-02,1.53
S2B_MSIL2A_20260603T054629_N0512_R048_T43SCS_20260603T080213,3,T43SCS,2026-06-03,0.01
S2C_MSIL2A_20260628T054641_N0512_R048_T42RYR_20260628T085710,3,T42RYR,2026-06-28,0.0
S2C_MSIL2A_20260705T053641_N0512_R005_T43RFQ_20260705T101824,3,T43RFQ,2026-07-05,25.4
S2C_MSIL2A_20260704T042701_N0512_R133_T45RYJ_20260704T071504,3,T45RYJ,2026-07-04,14.81
S2C_MSIL2A_20260701T055631_N0512_R091_T42SYB_20260701T090214,3,T42SYB,2026-07-01,2.93
S2C_MSIL2A_20260701T055631_N0512_R091_T42SXD_20260701T090214,3,T42SXD,2026-07-01,17.89
S2B_MSIL2A_20260630T053639_N0512_R005_T43SCR_20260630T091701,3,T43SCR,2026-06-30,0.68
S2B_MSIL2A_20260630T053639_N0512_R005_T43RDH_20260630T091701,3,T43RDH,2026-06-30,23.94
S2B_MSIL2A_20260630T053639_N0512_R005_T43RBL_20260630T091701,3,T43RBL,2026-06-30,0.0
S2C_MSIL2A_20260701T055631_N0512_R091_T42RVP_20260701T090214,3,T42RVP,2026-07-01,16.4
S2C_MSIL2A_20260630T050601_N0512_R076_T44NNN_20260630T091320,3,T44NNN,2026-06-30,10.58
S2A_MSIL2A_20260607T054251_N0512_R005_T43QBG_20260607T102857,3,T43QBG,2026-06-07,2.17
S2B_MSIL2A_20260610T053639_N0512_R005_T43QBG_20260610T091702,3,T43QBG,2026-06-10,21.01
S2B_MSIL2A_20260610T053639_N0512_R005_T42QYL_20260610T091702,3,T42QYL,2026-06-10,10.79
S2B_MSIL2A_20260609T060629_N0512_R134_T42SWF_20260609T081709,3,T42SWF,2026-06-09,8.99
S2A_MSIL2A_20260607T054251_N0512_R005_T42QYL_20260607T102857,3,T42QYL,2026-06-07,5.22
S2B_MSIL2A_20260627T052639_N0512_R105_T44RKU_20260627T091125,3,T44RKU,2026-06-27,25.53
S2B_MSIL2A_20260627T052639_N0512_R105_T43RGP_20260627T091125,3,T43RGP,2026-06-27,7.49
S2B_MSIL2A_20260627T052639_N0512_R105_T43RGM_20260627T091125,3,T43RGM,2026-06-27,0.51
S2C_MSIL2A_20260706T050651_N0512_R019_T43PHM_20260706T100613,3,T43PHM,2026-07-06,7.37
S2C_MSIL2A_20260629T051651_N0512_R062_T43RGL_20260629T101514,3,T43RGL,2026-06-29,20.71
S2C_MSIL2A_20260628T054641_N0512_R048_T43SDR_20260628T085710,3,T43SDR,2026-06-28,0.03
S2B_MSIL2A_20260603T054629_N0512_R048_T43SBT_20260603T080213,3,T43SBT,2026-06-03,0.06
S2C_MSIL2A_20260611T055631_N0512_R091_T42RXV_20260611T090908,3,T42RXV,2026-06-11,0.36
S2C_MSIL2A_20260611T055631_N0512_R091_T42RXU_20260611T090908,3,T42RXU,2026-06-11,0.09
S2A_MSIL2A_20260627T054251_N0512_R005_T42QYL_20260627T103225,3,T42QYL,2026-06-27,11.92
S2A_MSIL2A_20260627T054251_N0512_R005_T42QYK_20260627T103225,3,T42QYK,2026-06-27,7.4
S2A_MSIL2A_20260608T051241_N0512_R019_T44QPM_20260608T101613,3,T44QPM,2026-06-08,19.89
S2C_MSIL2A_20260626T050651_N0512_R019_T44RNS_20260626T100609,3,T44RNS,2026-06-26,18.71
S2A_MSIL2A_20260627T054251_N0512_R005_T43SDR_20260627T085509,3,T43SDR,2026-06-27,0.04
S2C_MSIL2A_20260602T052641_N0512_R105_T44RKU_20260602T102053,3,T44RKU,2026-06-02,28.83
S2B_MSIL2A_20260601T050649_N0512_R019_T44RNP_20260601T085256,3,T44RNP,2026-06-01,17.89
S2B_MSIL2A_20260601T050649_N0512_R019_T44RLP_20260601T085256,3,T44RLP,2026-06-01,15.43
S2B_MSIL2A_20260601T050649_N0512_R019_T44QNL_20260601T085256,3,T44QNL,2026-06-01,4.13
S2B_MSIL2A_20260603T054629_N0512_R048_T42QYK_20260603T080213,3,T42QYK,2026-06-03,16.5
S2C_MSIL2A_20260610T044701_N0512_R076_T44QQE_20260610T092313,3,T44QQE,2026-06-10,9.28
S2C_MSIL2A_20260612T052641_N0512_R105_T43QDC_20260612T102118,3,T43QDC,2026-06-12,19.33
S2C_MSIL2A_20260708T054641_N0512_R048_T42SYB_20260708T085213,3,T42SYB,2026-07-08,11.44
S2B_MSIL2A_20260625T044659_N0512_R076_T45RWH_20260625T083525,3,T45RWH,2026-06-25,11.38
S2C_MSIL2A_20260601T055631_N0512_R091_T42RVS_20260601T090514,3,T42RVS,2026-06-01,1.07
S2C_MSIL2A_20260602T052641_N0512_R105_T43QFG_20260602T102053,3,T43QFG,2026-06-02,18.47
S2C_MSIL2A_20260613T045701_N0512_R119_T45RTK_20260613T095409,3,T45RTK,2026-06-13,26.59
S2C_MSIL2A_20260625T053641_N0512_R005_T43RFQ_20260625T101830,3,T43RFQ,2026-06-25,4.24
S2A_MSIL2A_20260609T044231_N0512_R033_T45QXF_20260609T095116,3,T45QXF,2026-06-09,11.44
S2A_MSIL2A_20260608T051241_N0512_R019_T44RPQ_20260608T101613,3,T44RPQ,2026-06-08,24.8
S2B_MSIL2A_20260621T050649_N0512_R019_T44RNQ_20260621T085159,3,T44RNQ,2026-06-21,14.35
S2C_MSIL2A_20260708T054641_N0512_R048_T43SCU_20260708T085213,3,T43SCU,2026-07-08,25.3
S2B_MSIL2A_20260621T050649_N0512_R019_T44QNJ_20260621T085550,3,T44QNJ,2026-06-21,15.74
S2B_MSIL2A_20260610T053639_N0512_R005_T43SFS_20260610T091702,3,T43SFS,2026-06-10,15.47
S2B_MSIL2A_20260610T053639_N0512_R005_T43REN_20260610T091702,3,T43REN,2026-06-10,0.0
S2B_MSIL2A_20260607T052639_N0512_R105_T43QFG_20260607T091704,3,T43QFG,2026-06-07,12.02
S2B_MSIL2A_20260607T052639_N0512_R105_T43QEG_20260607T091704,3,T43QEG,2026-06-07,16.24
S2C_MSIL2A_20260613T045701_N0512_R119_T44QQG_20260613T095409,3,T44QQG,2026-06-13,20.91
S2C_MSIL2A_20260612T052641_N0512_R105_T43RFJ_20260612T102118,3,T43RFJ,2026-06-12,13.68
S2C_MSIL2A_20260601T055631_N0512_R091_T42RXV_20260601T090514,3,T42RXV,2026-06-01,0.28
S2C_MSIL2A_20260601T055631_N0512_R091_T42RXU_20260601T090514,3,T42RXU,2026-06-01,2.55
S2B_MSIL2A_20260822T054629_N0512_R048_T43SBT_20260822T075335,3,T43SBT,2026-08-22,17.22
S2A_MSIL2A_20260605T050231_N0512_R119_T44QNG_20260605T100518,3,T44QNG,2026-06-05,21.69
S2A_MSIL2A_20260628T051241_N0512_R019_T43PHQ_20260628T101512,3,T43PHQ,2026-06-28,18.52
S2C_MSIL2A_20260605T053641_N0512_R005_T43QCF_20260605T101858,3,T43QCF,2026-06-05,19.15
S2C_MSIL2A_20260609T051651_N0512_R062_T44RKR_20260609T101613,3,T44RKR,2026-06-09,1.34
S2C_MSIL2A_20260611T055631_N0512_R091_T42RWU_20260611T090908,3,T42RWU,2026-06-11,0.0
S2B_MSIL2A_20260620T053639_N0512_R005_T43REN_20260620T091923,3,T43REN,2026-06-20,5.69
S2B_MSIL2A_20260620T053639_N0512_R005_T43RCJ_20260620T091923,3,T43RCJ,2026-06-20,16.76
S2C_MSIL2A_20260622T052641_N0512_R105_T44RKT_20260622T102411,3,T44RKT,2026-06-22,9.91
S2B_MSIL2A_20260711T050649_N0512_R019_T44PLB_20260711T085428,3,T44PLB,2026-07-11,27.35
S2C_MSIL2A_20260622T052641_N0512_R105_T43RGN_20260622T102411,3,T43RGN,2026-06-22,23.93
S2A_MSIL2A_20260620T055251_N0512_R048_T43SBU_20260620T105812,3,T43SBU,2026-06-20,13.29
S2C_MSIL2A_20260622T052641_N0512_R105_T43QDG_20260622T102411,3,T43QDG,2026-06-22,26.3
S2B_MSIL2A_20260607T052639_N0512_R105_T43RGH_20260607T091704,3,T43RGH,2026-06-07,8.58
S2B_MSIL2A_20260714T051649_N0512_R062_T44RLR_20260714T090106,3,T44RLR,2026-07-14,28.94
S2B_MSIL2A_20260606T055629_N0512_R091_T42SYD_20260606T080833,3,T42SYD,2026-06-06,8.61
S2C_MSIL2A_20260606T050651_N0512_R019_T43PGT_20260606T100020,3,T43PGT,2026-06-06,21.33
S2C_MSIL2A_20260605T053641_N0512_R005_T43RCJ_20260605T101858,3,T43RCJ,2026-06-05,0.07
S2C_MSIL2A_20260609T051651_N0512_R062_T44RMT_20260609T101613,3,T44RMT,2026-06-09,5.19
S2C_MSIL2A_20260609T051651_N0512_R062_T44RMS_20260609T101613,3,T44RMS,2026-06-09,0.05
S2A_MSIL2A_20260628T051241_N0512_R019_T43PHR_20260628T101512,3,T43PHR,2026-06-28,9.23
S2C_MSIL2A_20260712T052651_N0512_R105_T43RGM_20260712T104114,3,T43RGM,2026-07-12,0.1
S2B_MSIL2A_20260618T045659_N0512_R119_T45RUL_20260618T084549,3,T45RUL,2026-06-18,29.86
S2C_MSIL2A_20260606T050651_N0512_R019_T44PKU_20260606T100020,3,T44PKU,2026-06-06,17.98
S2C_MSIL2A_20260715T053641_N0512_R005_T43RDQ_20260715T101509,3,T43RDQ,2026-07-15,20.14
S2B_MSIL2A_20260617T052649_N0512_R105_T43RDJ_20260617T104156,3,T43RDJ,2026-06-17,0.12
S2B_MSIL2A_20260617T052649_N0512_R105_T43QEV_20260617T104156,3,T43QEV,2026-06-17,18.65
S2B_MSIL2A_20260618T045659_N0512_R119_T45RTL_20260618T084549,3,T45RTL,2026-06-18,14.12
S2B_MSIL2A_20260618T045659_N0512_R119_T44RQR_20260618T084549,3,T44RQR,2026-06-18,16.08
S2B_MSIL2A_20260620T053639_N0512_R005_T42QZK_20260620T091923,3,T42QZK,2026-06-20,27.54
S2B_MSIL2A_20260606T055629_N0512_R091_T42RWR_20260606T080123,3,T42RWR,2026-06-06,0.04
S2C_MSIL2A_20260621T055631_N0512_R091_T42RVN_20260621T085315,3,T42RVN,2026-06-21,22.11
S2A_MSIL2A_20260625T050241_N0512_R119_T44RPR_20260625T100609,3,T44RPR,2026-06-25,16.75
S2C_MSIL2A_20260619T051651_N0512_R062_T44QKK_20260619T101809,3,T44QKK,2026-06-19,4.03
S2B_MSIL2A_20260716T055639_N0512_R091_T43SBU_20260716T080726,3,T43SBU,2026-07-16,14.83
S2C_MSIL2A_20260619T051651_N0512_R062_T43QFC_20260619T101809,3,T43QFC,2026-06-19,7.41
S2C_MSIL2A_20260620T044701_N0512_R076_T45QUF_20260620T091811,3,T45QUF,2026-06-20,19.97
S2A_MSIL2A_20260621T052241_N0512_R062_T43QFV_20260621T101812,3,T43QFV,2026-06-21,14.49
S2B_MSIL2A_20260617T052649_N0512_R105_T43RGN_20260617T104156,3,T43RGN,2026-06-17,0.0
S2C_MSIL2A_20260608T054641_N0512_R048_T43SBU_20260608T085208,3,T43SBU,2026-06-08,0.38
S2A_MSIL2A_20260628T051241_N0512_R019_T44PMC_20260628T101512,3,T44PMC,2026-06-28,10.23
S2B_MSIL2A_20260601T050649_N0512_R019_T43PHQ_20260601T085146,3,T43PHQ,2026-06-01,20.42
S2A_MSIL2A_20260816T054251_N0512_R005_T43REQ_20260816T103351,3,T43REQ,2026-08-16,11.0
S2A_MSIL2A_20260625T050241_N0512_R119_T44PLT_20260625T100609,3,T44PLT,2026-06-25,0.39
S2A_MSIL2A_20260625T050241_N0512_R119_T44PLQ_20260625T100609,3,T44PLQ,2026-06-25,11.09
S2C_MSIL2A_20260615T053641_N0512_R005_T43RDK_20260615T102024,3,T43RDK,2026-06-15,0.44
S2B_MSIL2A_20260604T051649_N0512_R062_T44RMR_20260604T090048,3,T44RMR,2026-06-04,10.21
S2B_MSIL2A_20260825T055629_N0512_R091_T42RWS_20260825T080255,3,T42RWS,2026-08-25,1.64
S2B_MSIL2A_20260812T040539_N0512_R047_T47RLQ_20260812T061838,3,T47RLQ,2026-08-12,26.75
S2B_MSIL2A_20260822T054629_N0512_R048_T42RYT_20260822T075335,3,T42RYT,2026-08-22,0.07
S2A_MSIL2A_20260621T052241_N0512_R062_T44RLQ_20260621T101812,3,T44RLQ,2026-06-21,26.32
S2C_MSIL2A_20260618T054641_N0512_R048_T43SDR_20260618T085419,3,T43SDR,2026-06-18,19.98
S2B_MSIL2A_20260605T050559_N0512_R076_T44NNN_20260605T083053,3,T44NNN,2026-06-05,18.79
S2C_MSIL2A_20260608T054641_N0512_R048_T43SDT_20260608T085208,3,T43SDT,2026-06-08,4.75
S2A_MSIL2A_20260713T060301_N0512_R091_T42RVR_20260713T092308,3,T42RVR,2026-07-13,4.17
S2A_MSIL2A_20260710T055251_N0512_R048_T43SCS_20260710T104116,3,T43SCS,2026-07-10,5.7
S2C_MSIL2A_20260606T050651_N0512_R019_T43QGU_20260606T100020,3,T43QGU,2026-06-06,2.53
S2A_MSIL2A_20260710T055251_N0512_R048_T42RYU_20260710T104116,3,T42RYU,2026-07-10,0.56
S2C_MSIL2A_20260718T054641_N0512_R048_T42RYU_20260718T085552,3,T42RYU,2026-07-18,3.61
S2C_MSIL2A_20260718T054641_N0512_R048_T42RXR_20260718T085552,3,T42RXR,2026-07-18,11.94
S2C_MSIL2A_20260728T054641_N0512_R048_T42RYT_20260728T085814,3,T42RYT,2026-07-28,0.05
S2C_MSIL2A_20260806T043701_N0512_R033_T45RXN_20260806T094611,3,T45RXN,2026-08-06,28.28
S2B_MSIL2A_20260605T044659_N0512_R076_T45RUL_20260605T083347,3,T45RUL,2026-06-05,24.74
S2B_MSIL2A_20260605T044659_N0512_R076_T45QTB_20260605T082808,3,T45QTB,2026-06-05,5.0
S2B_MSIL2A_20260605T044659_N0512_R076_T44QRG_20260605T082808,3,T44QRG,2026-06-05,3.08
S2B_MSIL2A_20260604T051649_N0512_R062_T44RMS_20260604T090048,3,T44RMS,2026-06-04,5.7
S2C_MSIL2A_20260616T050651_N0512_R019_T44RMP_20260616T100816,3,T44RMP,2026-06-16,0.0
S2C_MSIL2A_20260616T050651_N0512_R019_T44QNK_20260616T100816,3,T44QNK,2026-06-16,2.33
S2A_MSIL2A_20260603T060301_N0512_R091_T43SBU_20260603T092618,3,T43SBU,2026-06-03,14.85
S2A_MSIL2A_20260603T060301_N0512_R091_T42SYB_20260603T092618,3,T42SYB,2026-06-03,0.26
S2A_MSIL2A_20260603T060301_N0512_R091_T42RWR_20260603T092618,3,T42RWR,2026-06-03,0.06
S2C_MSIL2A_20260807T054641_N0512_R048_T43RBN_20260807T085410,3,T43RBN,2026-08-07,16.29
S2B_MSIL2A_20260617T052649_N0512_R105_T43QEB_20260617T104156,3,T43QEB,2026-06-17,27.36
S2C_MSIL2A_20260810T055631_N0512_R091_T42RVP_20260810T090514,3,T42RVP,2026-08-10,9.07
S2A_MSIL2A_20260604T053241_N0512_R105_T43QDV_20260604T090112,3,T43QDV,2026-06-04,25.09
S2C_MSIL2A_20260608T054641_N0512_R048_T43RBQ_20260608T085208,3,T43RBQ,2026-06-08,0.01
S2A_MSIL2A_20260625T050241_N0512_R119_T44PKT_20260625T100609,3,T44PKT,2026-06-25,1.39
S2A_MSIL2A_20260625T050241_N0512_R119_T44PKR_20260625T100609,3,T44PKR,2026-06-25,0.14
S2A_MSIL2A_20260624T053241_N0512_R105_T43REH_20260624T102111,3,T43REH,2026-06-24,9.35
S2B_MSIL2A_20260718T045659_N0512_R119_T44PLR_20260718T085636,3,T44PLR,2026-07-18,26.68
S2B_MSIL2A_20260731T050649_N0512_R019_T44PKS_20260731T085614,3,T44PKS,2026-07-31,12.93
S2B_MSIL2A_20260731T050649_N0512_R019_T43PHM_20260731T085614,3,T43PHM,2026-07-31,15.96
S2B_MSIL2A_20260730T053639_N0512_R005_T43RBJ_20260730T091623,3,T43RBJ,2026-07-30,13.76
S2B_MSIL2A_20260606T055629_N0512_R091_T42RVP_20260606T080123,3,T42RVP,2026-06-06,0.11
S2A_MSIL2A_20260623T060301_N0512_R091_T42SYC_20260623T092418,3,T42SYC,2026-06-23,1.33
S2A_MSIL2A_20260623T060301_N0512_R091_T42SXB_20260623T092418,3,T42SXB,2026-06-23,1.3
