thermal_source_id,latitude,longitude,mean_frp,max_frp,total_detections,active_days,persistence_score,recent_activity_rate,previous_23d_activity_rate,activity_change,recent_activity_status,activity_surge,strong_activity_surge,newly_emerging,high_recent_intensity,low_persistence,established_source,anomaly_score,anomaly_status,label,label_confidence,classification,classification_confidence,classification_source,confidence_type,industrial_context_score,classification_risk,anomaly_risk,industrial_risk,thermal_intensity_risk,risk_score,risk_band,sentinel_id,mgrs_tile,scene_date,cloud_cover,date_difference_days,evidence_available,evidence_quality,satellite_image_path,satellite_evidence_status
3205,15.77801,79.90017,2.07,2.07,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,15,20,0,15,19.951807228915666,12.99,LOW,S2C_MSIL2A_20260606T050651_N0512_R019_T44PLC_20260606T100020,T44PLC,2026-06-06,3.55,1.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260606T050651_N0512_R019_T44PLC_20260606T100020.jpg,AVAILABLE
3206,15.94147,79.97832,4.8533333333333335,7.25,3,3,2.67,0.0,0.0434782608695652,-0.0434782608695652,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,15,20,0,15,69.87951807228916,20.48,LOW,S2C_MSIL2A_20260726T050651_N0512_R019_T44PLC_20260726T100115,T44PLC,2026-07-26,20.3,10.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260726T050651_N0512_R019_T44PLC_20260726T100115.jpg,AVAILABLE
3207,16.01685,80.12073,2.82,2.82,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,15,20,0,15,27.180722891566266,14.08,LOW,,,,,,,,,UNAVAILABLE
3208,16.23695,80.91531,2.37,2.37,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,22.843373493975903,10.43,LOW,,,,,,,,,UNAVAILABLE
3209,16.24038,80.01423,3.265,3.81,2,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,15,20,0,15,36.72289156626506,15.51,LOW,,,,,,,,,UNAVAILABLE
3210,16.27862,81.22607,5.256666666666667,6.73,3,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,64.86746987951808,16.73,LOW,,,,,,,,,UNAVAILABLE
3211,16.49245,79.32589,3.22,3.22,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,31.03614457831326,11.66,LOW,S2C_MSIL2A_20260606T050651_N0512_R019_T44QLD_20260606T100020,T44QLD,2026-06-06,8.04,1.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260606T050651_N0512_R019_T44QLD_20260606T100020.jpg,AVAILABLE
3212,16.73552,79.22109,3.775,4.26,2,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,41.06024096385542,13.16,LOW,S2C_MSIL2A_20260606T050651_N0512_R019_T44QLD_20260606T100020,T44QLD,2026-06-06,8.04,1.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260606T050651_N0512_R019_T44QLD_20260606T100020.jpg,AVAILABLE
3213,16.77118,81.64001,8.02,8.02,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,25,20,0,25,77.3012048192771,23.6,LOW,S2C_MSIL2A_20260603T045701_N0512_R119_T44QND_20260603T100112,T44QND,2026-06-03,26.5,2.0,True,GOOD,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44QND_20260603T100112.jpg,AVAILABLE
3214,16.77975,81.23725,3.87,3.87,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,37.30120481927711,12.6,LOW,S2C_MSIL2A_20260603T045701_N0512_R119_T44QND_20260603T100112,T44QND,2026-06-03,26.5,2.0,True,GOOD,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44QND_20260603T100112.jpg,AVAILABLE
3215,16.78535,81.52547,1.37,1.37,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,25,20,0,25,13.204819277108436,13.98,LOW,S2C_MSIL2A_20260603T045701_N0512_R119_T44QND_20260603T100112,T44QND,2026-06-03,26.5,2.0,True,GOOD,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44QND_20260603T100112.jpg,AVAILABLE
3216,16.7994,81.30984,5.266666666666667,6.27,3,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,60.43373493975904,16.07,LOW,S2C_MSIL2A_20260603T045701_N0512_R119_T44QND_20260603T100112,T44QND,2026-06-03,26.5,2.0,True,GOOD,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44QND_20260603T100112.jpg,AVAILABLE
3217,16.82139,81.49934,5.365,7.26,2,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,25,20,0,25,69.97590361445782,22.5,LOW,S2C_MSIL2A_20260603T045701_N0512_R119_T44QND_20260603T100112,T44QND,2026-06-03,26.5,2.0,True,GOOD,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44QND_20260603T100112.jpg,AVAILABLE
3218,16.84643,81.52176,2.38,2.38,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,25,20,0,25,22.939759036144576,15.44,LOW,S2C_MSIL2A_20260603T045701_N0512_R119_T44QND_20260603T100112,T44QND,2026-06-03,26.5,2.0,True,GOOD,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44QND_20260603T100112.jpg,AVAILABLE
3219,16.85375,81.48024,2.41,2.41,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,23.228915662650603,10.48,LOW,S2C_MSIL2A_20260603T045701_N0512_R119_T44QND_20260603T100112,T44QND,2026-06-03,26.5,2.0,True,GOOD,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44QND_20260603T100112.jpg,AVAILABLE
3220,16.89068,80.46703,3.52,3.77,2,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,36.337349397590366,12.45,LOW,S2C_MSIL2A_20260606T050651_N0512_R019_T44QMD_20260606T100020,T44QMD,2026-06-06,8.03,1.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260606T050651_N0512_R019_T44QMD_20260606T100020.jpg,AVAILABLE
3221,16.94094,82.05645,6.12,6.12,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,55,20,0,55,58.98795180722893,26.85,LOW,S2C_MSIL2A_20260603T045701_N0512_R119_T44QPD_20260603T100112,T44QPD,2026-06-03,29.06,2.0,True,GOOD,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44QPD_20260603T100112.jpg,AVAILABLE
3222,17.04837,82.19946,1.97,1.97,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,15,20,0,15,18.98795180722892,12.85,LOW,S2C_MSIL2A_20260603T045701_N0512_R119_T44QPD_20260603T100112,T44QPD,2026-06-03,29.06,2.0,True,GOOD,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44QPD_20260603T100112.jpg,AVAILABLE
3223,17.21779,81.4571,4.55,4.55,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,43.855421686746986,13.58,LOW,S2A_MSIL2A_20260605T050231_N0512_R119_T44QNE_20260605T100518,T44QNE,2026-06-05,14.43,0.0,True,STRONG,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260605T050231_N0512_R119_T44QNE_20260605T100518.jpg,AVAILABLE
3224,17.24837,79.93246,7.08,7.08,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,68.24096385542168,17.24,LOW,S2C_MSIL2A_20260606T050651_N0512_R019_T44QLE_20260606T100020,T44QLE,2026-06-06,5.23,1.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260606T050651_N0512_R019_T44QLE_20260606T100020.jpg,AVAILABLE
3225,17.28436,80.85233,2.94,2.94,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,28.33734939759036,11.25,LOW,S2C_MSIL2A_20260606T050651_N0512_R019_T44QME_20260606T100020,T44QME,2026-06-06,17.25,1.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260606T050651_N0512_R019_T44QME_20260606T100020.jpg,AVAILABLE
3226,17.34336,79.48769,3.46,3.46,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,33.34939759036145,12.0,LOW,S2C_MSIL2A_20260606T050651_N0512_R019_T44QLE_20260606T100020,T44QLE,2026-06-06,5.23,1.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260606T050651_N0512_R019_T44QLE_20260606T100020.jpg,AVAILABLE
3227,17.34695,80.86182,10.3876,19.9,25,9,6.0,0.0,0.0434782608695652,-0.0434782608695652,INACTIVE_RECENTLY,False,False,False,True,False,True,20.0,NORMAL / STABLE,Wildfire / Forest Fire,MEDIUM,Wildfire / Forest Fire,89.0,Random Forest v1,Random Forest probability,0,70,0,0,100.0,39.5,MODERATE,S2B_MSIL2A_20260810T050649_N0512_R019_T44QME_20260810T085257,T44QME,2026-08-10,15.59,8.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260810T050649_N0512_R019_T44QME_20260810T085257.jpg,AVAILABLE
3228,17.43468,80.75671,2.78,2.78,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,26.795180722891565,11.02,LOW,S2C_MSIL2A_20260606T050651_N0512_R019_T44QME_20260606T100020,T44QME,2026-06-06,17.25,1.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260606T050651_N0512_R019_T44QME_20260606T100020.jpg,AVAILABLE
3229,17.45868,81.64664,4.43,4.43,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,42.69879518072289,13.4,LOW,S2A_MSIL2A_20260605T050231_N0512_R119_T44QNE_20260605T100518,T44QNE,2026-06-05,14.43,0.0,True,STRONG,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260605T050231_N0512_R119_T44QNE_20260605T100518.jpg,AVAILABLE
3230,17.49931,80.81237,2.465,2.62,2,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,25.253012048192776,10.79,LOW,S2C_MSIL2A_20260606T050651_N0512_R019_T44QME_20260606T100020,T44QME,2026-06-06,17.25,1.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260606T050651_N0512_R019_T44QME_20260606T100020.jpg,AVAILABLE
3231,17.60424,80.92638,3.31,3.31,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,31.903614457831324,11.79,LOW,S2C_MSIL2A_20260606T050651_N0512_R019_T44QME_20260606T100020,T44QME,2026-06-06,17.25,1.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260606T050651_N0512_R019_T44QME_20260606T100020.jpg,AVAILABLE
3232,17.66801,79.56017,3.975,4.68,2,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,45.10843373493976,13.77,LOW,S2C_MSIL2A_20260606T050651_N0512_R019_T44QLE_20260606T100020,T44QLE,2026-06-06,5.23,1.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260606T050651_N0512_R019_T44QLE_20260606T100020.jpg,AVAILABLE
3233,17.6919,81.79288,3.62,3.62,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,34.89156626506024,12.23,LOW,S2A_MSIL2A_20260605T050231_N0512_R119_T44QNE_20260605T100518,T44QNE,2026-06-05,14.43,0.0,True,STRONG,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260605T050231_N0512_R119_T44QNE_20260605T100518.jpg,AVAILABLE
3234,17.92518,82.66279,3.99,3.99,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,38.45783132530121,12.77,LOW,S2A_MSIL2A_20260605T050231_N0512_R119_T44QPE_20260605T100518,T44QPE,2026-06-05,17.38,0.0,True,STRONG,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260605T050231_N0512_R119_T44QPE_20260605T100518.jpg,AVAILABLE
3235,18.13558,79.60354,6.996666666666667,7.28,3,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,15,20,0,15,70.16867469879519,20.53,LOW,S2C_MSIL2A_20260606T050651_N0512_R019_T44QLF_20260606T100020,T44QLF,2026-06-06,3.75,1.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260606T050651_N0512_R019_T44QLF_20260606T100020.jpg,AVAILABLE
3236,18.19452,79.1221,1.63,1.63,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,15.710843373493974,9.36,LOW,S2C_MSIL2A_20260606T050651_N0512_R019_T44QLF_20260606T100020,T44QLF,2026-06-06,3.75,1.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260606T050651_N0512_R019_T44QLF_20260606T100020.jpg,AVAILABLE
3237,18.22137,79.52082,3.73,3.9,2,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,37.59036144578313,12.64,LOW,S2C_MSIL2A_20260606T050651_N0512_R019_T44QLF_20260606T100020,T44QLF,2026-06-06,3.75,1.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260606T050651_N0512_R019_T44QLF_20260606T100020.jpg,AVAILABLE
3238,18.24115,80.51728,1.69,1.69,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,16.289156626506024,9.44,LOW,S2A_MSIL2A_20260605T050231_N0512_R119_T44QMF_20260605T100518,T44QMF,2026-06-05,8.32,0.0,True,STRONG,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260605T050231_N0512_R119_T44QMF_20260605T100518.jpg,AVAILABLE
3239,18.35181,78.67229,6.645,7.32,2,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,70.55421686746989,17.58,LOW,S2C_MSIL2A_20260606T050651_N0512_R019_T44QKF_20260606T100718,T44QKF,2026-06-06,8.39,1.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260606T050651_N0512_R019_T44QKF_20260606T100718.jpg,AVAILABLE
3240,18.51555,79.09713,8.555,9.53,2,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,91.85542168674698,20.78,LOW,S2C_MSIL2A_20260606T050651_N0512_R019_T44QKF_20260606T100718,T44QKF,2026-06-06,8.39,1.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260606T050651_N0512_R019_T44QKF_20260606T100718.jpg,AVAILABLE
3241,18.52673,79.79665,3.49,3.49,2,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,33.63855421686747,12.05,LOW,S2C_MSIL2A_20260606T050651_N0512_R019_T44QLF_20260606T100020,T44QLF,2026-06-06,3.75,1.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260606T050651_N0512_R019_T44QLF_20260606T100020.jpg,AVAILABLE
3242,18.53009,84.07124,5.22,5.22,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,8,20,0,8,50.313253012048186,16.15,LOW,,,,,,,,,UNAVAILABLE
3243,18.53908,83.85305,5.58,5.58,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,53.78313253012048,15.07,LOW,S2B_MSIL2A_20260605T044659_N0512_R076_T44QRF_20260605T082808,T44QRF,2026-06-05,9.6,0.0,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260605T044659_N0512_R076_T44QRF_20260605T082808.jpg,AVAILABLE
3244,18.53915,79.02654,3.705,4.34,2,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,41.83132530120482,13.27,LOW,S2C_MSIL2A_20260606T050651_N0512_R019_T44QKF_20260606T100718,T44QKF,2026-06-06,8.39,1.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260606T050651_N0512_R019_T44QKF_20260606T100718.jpg,AVAILABLE
3245,18.54588,84.11154,4.3,4.3,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,8,20,0,8,41.44578313253012,14.82,LOW,,,,,,,,,UNAVAILABLE
3246,18.58303,79.06675,1.4,1.4,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,13.49397590361446,9.02,LOW,S2C_MSIL2A_20260606T050651_N0512_R019_T44QKF_20260606T100718,T44QKF,2026-06-06,8.39,1.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260606T050651_N0512_R019_T44QKF_20260606T100718.jpg,AVAILABLE
3247,18.60994,83.81989,3.19,3.19,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,30.74698795180723,11.61,LOW,S2A_MSIL2A_20260605T050231_N0512_R119_T44QQF_20260605T100518,T44QQF,2026-06-05,0.65,0.0,True,STRONG,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260605T050231_N0512_R119_T44QQF_20260605T100518.jpg,AVAILABLE
3248,18.61871,79.5568,3.03,3.03,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,28,20,0,28,29.204819277108427,16.98,LOW,S2C_MSIL2A_20260606T050651_N0512_R019_T44QLF_20260606T100020,T44QLF,2026-06-06,3.75,1.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260606T050651_N0512_R019_T44QLF_20260606T100020.jpg,AVAILABLE
3249,18.62469,83.54377,4.07,4.07,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,39.22891566265061,12.88,LOW,S2A_MSIL2A_20260605T050231_N0512_R119_T44QQF_20260605T100518,T44QQF,2026-06-05,0.65,0.0,True,STRONG,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260605T050231_N0512_R119_T44QQF_20260605T100518.jpg,AVAILABLE
3250,18.6433,79.29305,5.12,5.12,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,49.34939759036145,14.4,LOW,S2C_MSIL2A_20260606T050651_N0512_R019_T44QLF_20260606T100020,T44QLF,2026-06-06,3.75,1.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260606T050651_N0512_R019_T44QLF_20260606T100020.jpg,AVAILABLE
3251,18.69043,84.37576,5.19,5.19,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,8,20,0,8,50.02409638554217,16.1,LOW,S2B_MSIL2A_20260605T044659_N0512_R076_T45QTA_20260605T082808,T45QTA,2026-06-05,15.22,0.0,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260605T044659_N0512_R076_T45QTA_20260605T082808.jpg,AVAILABLE
3252,18.72677,79.22873,2.45,2.45,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,23.614457831325304,10.54,LOW,S2C_MSIL2A_20260606T050651_N0512_R019_T44QLF_20260606T100020,T44QLF,2026-06-06,3.75,1.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260606T050651_N0512_R019_T44QLF_20260606T100020.jpg,AVAILABLE
3253,18.74384,83.80334,3.17,3.17,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,30.55421686746988,11.58,LOW,S2A_MSIL2A_20260605T050231_N0512_R119_T44QQF_20260605T100518,T44QQF,2026-06-05,0.65,0.0,True,STRONG,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260605T050231_N0512_R119_T44QQF_20260605T100518.jpg,AVAILABLE
